	515rcbc9	515rcbc8	515rcbc25	515rcbc19	515rcbc18	515rcbc11	515rcbc10	515rcbc35	515rcbc34	515rcbc15	515rcbc32	515rcbc31	515rcbc30	515rcbc37	515rcbc36	515rcbc13	515rcbc12	515rcbc33	515rcbc14	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc17	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc16
515rcbc9	0.0	0.243293834711	0.264900975207	0.197835652893	0.194027603306	0.218076330579	0.18578231405	0.244123504132	0.185600297521	0.225378991736	0.234778330579	0.227036528926	0.209951636364	0.18855646281	0.360912975207	0.195530347107	0.308199785124	0.21148507438	0.20007261157	0.215053719008	0.222451603306	0.20380385124	0.187361289256	0.18991661157	0.192814975207	0.222748876033	0.22634753719	0.180560743802	0.188066958678	0.190704743802
515rcbc8	0.243293834711	0.0	0.225729785124	0.212358876033	0.237070892562	0.205352380165	0.179580644628	0.243938330579	0.262162561983	0.269108264463	0.173399636364	0.209050033058	0.277758132231	0.209616413223	0.369122909091	0.218451818182	0.307764958678	0.227274082645	0.25426707438	0.231235190083	0.227252082645	0.223719206612	0.241605041322	0.244046413223	0.236440578512	0.285294578512	0.219688578512	0.252317917355	0.231760297521	0.208826446281
515rcbc25	0.264900975207	0.225729785124	0.0	0.260728628099	0.257557735537	0.219784512397	0.246060016529	0.354078495868	0.308238495868	0.282122280992	0.228695239669	0.223682132231	0.333072380165	0.260529404959	0.378813553719	0.278309107438	0.337750082645	0.202786214876	0.228687471074	0.295168545455	0.273683752066	0.221692198347	0.283057471074	0.284826049587	0.273615586777	0.33730968595	0.276069471074	0.249685322314	0.283248396694	0.214521884298
515rcbc19	0.197835652893	0.212358876033	0.260728628099	0.0	0.210923024793	0.186316644628	0.159288413223	0.275443619835	0.24599168595	0.250845917355	0.169259272727	0.174720942149	0.276221669421	0.165785603306	0.31521831405	0.175109438017	0.245058512397	0.20426846281	0.211126809917	0.173713735537	0.176495123967	0.192139636364	0.186693140496	0.218227008264	0.218891719008	0.260920991736	0.185618760331	0.206349487603	0.190852561983	0.184765520661
515rcbc18	0.194027603306	0.237070892562	0.257557735537	0.210923024793	0.0	0.208918578512	0.174737157025	0.259321024793	0.155033917355	0.134616578512	0.24477892562	0.227110214876	0.234678545455	0.20392938843	0.361479950413	0.201392561983	0.318259454545	0.177916876033	0.191120181818	0.204448859504	0.195797322314	0.161806528926	0.208937619835	0.165749867769	0.139385785124	0.212232446281	0.182974413223	0.191602859504	0.178751421488	0.199789933884
515rcbc11	0.218076330579	0.205352380165	0.219784512397	0.186316644628	0.208918578512	0.0	0.152104198347	0.299386479339	0.230055008264	0.240233206612	0.185609471074	0.170905487603	0.265326942149	0.162043272727	0.310709471074	0.226465355372	0.28166877686	0.164545570248	0.189613801653	0.177471371901	0.215158842975	0.168568743802	0.212502909091	0.224800380165	0.194624859504	0.266823454545	0.188607239669	0.209664347107	0.192836280992	0.147268380165
515rcbc10	0.18578231405	0.179580644628	0.246060016529	0.159288413223	0.174737157025	0.152104198347	0.0	0.249910280992	0.192642347107	0.209807157025	0.177952214876	0.179961190083	0.223959041322	0.157105652893	0.331452280992	0.183686280992	0.267005404959	0.166329239669	0.201769338843	0.180464429752	0.173440628099	0.172402595041	0.194646578512	0.189866198347	0.167829123967	0.216773933884	0.155744528926	0.194684909091	0.165993008264	0.15951707438
515rcbc35	0.244123504132	0.243938330579	0.354078495868	0.275443619835	0.259321024793	0.299386479339	0.249910280992	0.0	0.249760561983	0.268390991736	0.278078099174	0.292813983471	0.269294280992	0.28067553719	0.434005933884	0.238483867769	0.350581041322	0.288892644628	0.312047322314	0.288772892562	0.289756132231	0.298274033058	0.295044363636	0.245260743802	0.23591031405	0.265683024793	0.261334049587	0.286710231405	0.262672710744	0.280995090909
515rcbc34	0.185600297521	0.262162561983	0.308238495868	0.24599168595	0.155033917355	0.230055008264	0.192642347107	0.249760561983	0.0	0.172393338843	0.260843950413	0.247061322314	0.191662016529	0.225424892562	0.38358338843	0.209980033058	0.339223487603	0.196074099174	0.225820446281	0.217584661157	0.228768892562	0.196817239669	0.247467173554	0.15468722314	0.140270909091	0.170689471074	0.197066809917	0.181269041322	0.186243421488	0.218265471074
515rcbc15	0.225378991736	0.269108264463	0.282122280992	0.250845917355	0.134616578512	0.240233206612	0.209807157025	0.268390991736	0.172393338843	0.0	0.280259305785	0.260730793388	0.24664077686	0.226893438017	0.385555305785	0.22158907438	0.337118016529	0.201872892562	0.228434975207	0.233947586777	0.234191752066	0.195692132231	0.249155884298	0.182159338843	0.149321669421	0.238544297521	0.193602363636	0.225106247934	0.213751603306	0.241884561983
515rcbc32	0.234778330579	0.173399636364	0.228695239669	0.169259272727	0.24477892562	0.185609471074	0.177952214876	0.278078099174	0.260843950413	0.280259305785	0.0	0.15717122314	0.283828842975	0.216348710744	0.346580363636	0.216365305785	0.285671801653	0.21648261157	0.246623933884	0.216491289256	0.204835520661	0.211143636364	0.243370363636	0.239670247934	0.245229735537	0.289025421488	0.214573570248	0.246013520661	0.236500363636	0.189464760331
515rcbc31	0.227036528926	0.209050033058	0.223682132231	0.174720942149	0.227110214876	0.170905487603	0.179961190083	0.292813983471	0.247061322314	0.260730793388	0.15717122314	0.0	0.288212330579	0.197379338843	0.315397768595	0.207581884298	0.264118	0.211448909091	0.230400876033	0.205325719008	0.200120595041	0.208163884298	0.212006578512	0.22457938843	0.214296826446	0.278293702479	0.198794876033	0.22676368595	0.211766264463	0.184728016529
515rcbc30	0.209951636364	0.277758132231	0.333072380165	0.276221669421	0.234678545455	0.265326942149	0.223959041322	0.269294280992	0.191662016529	0.24664077686	0.283828842975	0.288212330579	0.0	0.248297057851	0.413788413223	0.277857553719	0.374851454545	0.251357041322	0.27801538843	0.27352568595	0.282912033058	0.273197504132	0.275955735537	0.219497140496	0.217387570248	0.155776413223	0.262071305785	0.221275057851	0.249418066116	0.253185669421
515rcbc37	0.18855646281	0.209616413223	0.260529404959	0.165785603306	0.20392938843	0.162043272727	0.157105652893	0.28067553719	0.225424892562	0.226893438017	0.216348710744	0.197379338843	0.248297057851	0.0	0.288514396694	0.184929553719	0.236369239669	0.204999586777	0.216920545455	0.141161090909	0.198360661157	0.191729404959	0.16687414876	0.216101834711	0.211755305785	0.263209305785	0.183786842975	0.227651190083	0.159833471074	0.187007487603
515rcbc36	0.360912975207	0.369122909091	0.378813553719	0.31521831405	0.361479950413	0.310709471074	0.331452280992	0.434005933884	0.38358338843	0.385555305785	0.346580363636	0.315397768595	0.413788413223	0.288514396694	0.0	0.341078330579	0.292406644628	0.363371471074	0.367214016529	0.284484512397	0.362730066116	0.360662479339	0.303148909091	0.370999438017	0.359243322314	0.426821256198	0.340864413223	0.388400033058	0.308845190083	0.342906677686
515rcbc13	0.195530347107	0.218451818182	0.278309107438	0.175109438017	0.201392561983	0.226465355372	0.183686280992	0.238483867769	0.209980033058	0.22158907438	0.216365305785	0.207581884298	0.277857553719	0.184929553719	0.341078330579	0.0	0.239047619835	0.230579057851	0.230071090909	0.181049983471	0.183247933884	0.18894553719	0.194108595041	0.206445669421	0.219247173554	0.249474661157	0.181473983471	0.237292214876	0.182003355372	0.214701008264
515rcbc12	0.308199785124	0.307764958678	0.337750082645	0.245058512397	0.318259454545	0.28166877686	0.267005404959	0.350581041322	0.339223487603	0.337118016529	0.285671801653	0.264118	0.374851454545	0.236369239669	0.292406644628	0.239047619835	0.0	0.329717421488	0.320647272727	0.226775553719	0.27764861157	0.298188033058	0.231505008264	0.314294743802	0.323234561983	0.373548363636	0.263076479339	0.321825586777	0.272549190083	0.306263504132
515rcbc33	0.21148507438	0.227274082645	0.202786214876	0.20426846281	0.177916876033	0.164545570248	0.166329239669	0.288892644628	0.196074099174	0.201872892562	0.21648261157	0.211448909091	0.251357041322	0.204999586777	0.363371471074	0.230579057851	0.329717421488	0.0	0.148966347107	0.213593438017	0.219888743802	0.153612231405	0.226590760331	0.197776727273	0.169116049587	0.239551471074	0.204449867769	0.19105814876	0.18077722314	0.151160099174
