	515rcbc9	515rcbc8	515rcbc25	515rcbc19	515rcbc18	515rcbc11	515rcbc10	515rcbc35	515rcbc34	515rcbc15	515rcbc32	515rcbc31	515rcbc30	515rcbc37	515rcbc36	515rcbc13	515rcbc12	515rcbc33	515rcbc14	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc17	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc16
515rcbc14	0.20007261157	0.25426707438	0.228687471074	0.211126809917	0.191120181818	0.189613801653	0.201769338843	0.312047322314	0.225820446281	0.228434975207	0.246623933884	0.230400876033	0.27801538843	0.216920545455	0.367214016529	0.230071090909	0.320647272727	0.148966347107	0.0	0.230789107438	0.220546958678	0.160309190083	0.21796077686	0.209148396694	0.202345636364	0.254582545455	0.216364975207	0.18027768595	0.21023477686	0.170729454545
515rcbc20	0.215053719008	0.231235190083	0.295168545455	0.173713735537	0.204448859504	0.177471371901	0.180464429752	0.288772892562	0.217584661157	0.233947586777	0.216491289256	0.205325719008	0.27352568595	0.141161090909	0.284484512397	0.181049983471	0.226775553719	0.213593438017	0.230789107438	0.0	0.205156628099	0.201660809917	0.178328826446	0.212563123967	0.208779305785	0.26693492562	0.180096727273	0.244879950413	0.163850099174	0.199432677686
515rcbc21	0.222451603306	0.227252082645	0.273683752066	0.176495123967	0.195797322314	0.215158842975	0.173440628099	0.289756132231	0.228768892562	0.234191752066	0.204835520661	0.200120595041	0.282912033058	0.198360661157	0.362730066116	0.183247933884	0.27764861157	0.219888743802	0.220546958678	0.205156628099	0.0	0.183688380165	0.22169768595	0.205076247934	0.214861520661	0.242678561983	0.182391438017	0.212686958678	0.201638297521	0.209687322314
515rcbc22	0.20380385124	0.223719206612	0.221692198347	0.192139636364	0.161806528926	0.168568743802	0.172402595041	0.298274033058	0.196817239669	0.195692132231	0.211143636364	0.208163884298	0.273197504132	0.191729404959	0.360662479339	0.18894553719	0.298188033058	0.153612231405	0.160309190083	0.201660809917	0.183688380165	0.0	0.22225522314	0.192772991736	0.181240578512	0.257884396694	0.180641768595	0.186958247934	0.184914347107	0.166405950413
515rcbc23	0.187361289256	0.241605041322	0.283057471074	0.186693140496	0.208937619835	0.212502909091	0.194646578512	0.295044363636	0.247467173554	0.249155884298	0.243370363636	0.212006578512	0.275955735537	0.16687414876	0.303148909091	0.194108595041	0.231505008264	0.226590760331	0.21796077686	0.178328826446	0.22169768595	0.22225522314	0.0	0.224056446281	0.228839107438	0.266827752066	0.214435140496	0.221439322314	0.18595568595	0.203775190083
515rcbc24	0.18991661157	0.244046413223	0.284826049587	0.218227008264	0.165749867769	0.224800380165	0.189866198347	0.245260743802	0.15468722314	0.182159338843	0.239670247934	0.22457938843	0.219497140496	0.216101834711	0.370999438017	0.206445669421	0.314294743802	0.197776727273	0.209148396694	0.212563123967	0.205076247934	0.192772991736	0.224056446281	0.0	0.146919785124	0.191969619835	0.172748545455	0.171367834711	0.199328859504	0.216698842975
515rcbc17	0.192814975207	0.236440578512	0.273615586777	0.218891719008	0.139385785124	0.194624859504	0.167829123967	0.23591031405	0.140270909091	0.149321669421	0.245229735537	0.214296826446	0.217387570248	0.211755305785	0.359243322314	0.219247173554	0.323234561983	0.169116049587	0.202345636364	0.208779305785	0.214861520661	0.181240578512	0.228839107438	0.146919785124	0.0	0.194616247934	0.187864132231	0.185828214876	0.172765107438	0.199898198347
515rcbc26	0.222748876033	0.285294578512	0.33730968595	0.260920991736	0.212232446281	0.266823454545	0.216773933884	0.265683024793	0.170689471074	0.238544297521	0.289025421488	0.278293702479	0.155776413223	0.263209305785	0.426821256198	0.249474661157	0.373548363636	0.239551471074	0.254582545455	0.26693492562	0.242678561983	0.257884396694	0.266827752066	0.191969619835	0.194616247934	0.0	0.246087752066	0.201568661157	0.23530892562	0.24761322314
515rcbc27	0.22634753719	0.219688578512	0.276069471074	0.185618760331	0.182974413223	0.188607239669	0.155744528926	0.261334049587	0.197066809917	0.193602363636	0.214573570248	0.198794876033	0.262071305785	0.183786842975	0.340864413223	0.181473983471	0.263076479339	0.204449867769	0.216364975207	0.180096727273	0.182391438017	0.180641768595	0.214435140496	0.172748545455	0.187864132231	0.246087752066	0.0	0.219683322314	0.183315355372	0.203013206612
515rcbc28	0.180560743802	0.252317917355	0.249685322314	0.206349487603	0.191602859504	0.209664347107	0.194684909091	0.286710231405	0.181269041322	0.225106247934	0.246013520661	0.22676368595	0.221275057851	0.227651190083	0.388400033058	0.237292214876	0.321825586777	0.19105814876	0.18027768595	0.244879950413	0.212686958678	0.186958247934	0.221439322314	0.171367834711	0.185828214876	0.201568661157	0.219683322314	0.0	0.220714181818	0.195011834711
515rcbc29	0.188066958678	0.231760297521	0.283248396694	0.190852561983	0.178751421488	0.192836280992	0.165993008264	0.262672710744	0.186243421488	0.213751603306	0.236500363636	0.211766264463	0.249418066116	0.159833471074	0.308845190083	0.182003355372	0.272549190083	0.18077722314	0.21023477686	0.163850099174	0.201638297521	0.184914347107	0.18595568595	0.199328859504	0.172765107438	0.23530892562	0.183315355372	0.220714181818	0.0	0.17471692562
515rcbc16	0.190704743802	0.208826446281	0.214521884298	0.184765520661	0.199789933884	0.147268380165	0.15951707438	0.280995090909	0.218265471074	0.241884561983	0.189464760331	0.184728016529	0.253185669421	0.187007487603	0.342906677686	0.214701008264	0.306263504132	0.151160099174	0.170729454545	0.199432677686	0.209687322314	0.166405950413	0.203775190083	0.216698842975	0.199898198347	0.24761322314	0.203013206612	0.195011834711	0.17471692562	0.0
