	sequences per sample	iteration	515rcbc12	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc20	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc30	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_423_4.txt	423	4	27.84365	26.01183	25.92453	24.74764	27.29983	25.43681	24.31796	23.33749	24.8614	27.00465	24.93178	26.69556	27.8253	22.66631	25.18035	26.89982	24.28335	25.99176	26.84307	24.83056	27.26515	25.96714	26.25944	28.63456	27.44578	27.25188	24.75964	26.93215	24.07985	22.39366
alpha_rarefaction_423_5.txt	423	5	28.07127	25.92374	26.38296	26.31683	25.94471	26.54388	25.10403	24.90025	25.0924	26.81405	26.47861	27.63092	25.85168	23.46463	26.06361	26.56338	25.83866	28.15635	27.54323	26.42592	28.43448	23.46755	25.24156	27.69923	28.80065	26.51775	27.4324	23.46965	24.98797	24.81635
alpha_rarefaction_423_6.txt	423	6	27.78697	25.94528	24.40224	25.32813	24.52929	24.89311	25.61608	25.17971	25.69718	26.1103	27.12403	25.78013	24.72658	25.49493	26.51341	25.41219	25.70382	26.121	25.96463	27.57689	27.45427	24.812	25.70119	27.3352	25.93905	25.64773	25.33373	26.39906	24.79697	24.20415
alpha_rarefaction_423_7.txt	423	7	26.03956	26.22699	25.63662	26.19433	27.15737	25.241	24.512	23.74655	26.10405	25.21327	26.35014	25.13156	27.71579	23.18834	25.51238	28.00385	25.66168	27.36816	26.16545	26.45072	27.34989	28.28441	24.93842	28.20575	28.11389	27.54762	26.15973	26.99426	24.55996	22.56764
alpha_rarefaction_423_8.txt	423	8	27.56043	27.50569	23.71113	23.83708	24.08243	25.77072	24.4491	26.49736	24.53404	25.62552	28.87252	26.79963	26.72802	24.94895	27.27787	26.76691	25.16607	26.30612	26.4627	25.80314	27.31282	25.6548	26.7628	27.31361	26.18262	25.61593	27.31263	26.19397	23.48665	21.77847
alpha_rarefaction_423_9.txt	423	9	27.24844	26.30893	24.54664	23.68646	27.05505	26.39032	24.11228	22.84161	23.2602	26.69151	28.11042	25.58405	26.07078	24.20913	25.45187	27.23929	26.63492	26.00035	25.46135	26.87411	28.04479	26.67659	26.39218	28.73335	28.19741	26.83296	27.43092	26.63575	24.08277	23.14294
alpha_rarefaction_482_0.txt	482	0	28.42426	26.19516	28.4533	28.12702	26.315	27.18497	26.16742	26.52683	28.6841	28.50186	28.65693	28.80385	29.3822	25.45399	26.23769	28.91088	28.23081	28.08308	29.58739	26.7455	28.84229	27.33088	29.51524	29.65776	29.77363	26.74002	28.39498	28.39608	25.27085	21.63114
alpha_rarefaction_482_1.txt	482	1	28.57003	26.82174	27.49423	28.79861	26.86467	28.18857	25.45539	26.48131	25.78469	29.28003	28.03989	28.3251	29.51022	25.902	26.71433	27.59315	28.16823	26.624	27.87617	27.95396	29.9275	25.66508	27.17748	31.10645	28.22323	28.18705	26.85848	28.91757	26.65664	25.76027
alpha_rarefaction_482_2.txt	482	2	28.74051	28.27	26.62525	26.24711	27.16218	27.14883	26.04277	27.92003	25.99211	26.20008	28.86192	27.64498	28.22563	26.63121	27.338	29.98251	28.27479	26.24159	27.9028	28.68426	30.11167	25.95175	27.37268	29.2207	28.02324	26.87532	27.12046	28.24752	24.34247	25.09855
alpha_rarefaction_482_3.txt	482	3	29.8103	27.68175	27.38816	27.34673	29.20952	27.44672	26.35969	27.44116	26.70757	27.57346	28.01009	28.79599	31.00604	26.6662	28.19478	27.51452	27.92005	29.06218	27.59631	27.69504	28.59197	26.60704	27.45013	29.3411	30.92301	28.67319	28.05757	28.73892	24.88206	25.92029
alpha_rarefaction_482_4.txt	482	4	29.96602	28.61928	26.97355	25.02363	27.638	27.0469	26.38988	26.33623	24.90468	28.50613	29.0799	28.11249	28.63792	26.66495	27.13648	29.05592	25.42533	26.30214	30.42395	27.76331	27.78217	26.75071	27.24136	29.14798	29.24599	27.35382	27.47076	27.31362	25.06618	25.42142
alpha_rarefaction_482_5.txt	482	5	27.76792	27.79338	27.08937	25.46484	27.23419	27.34881	26.75437	27.58329	27.00107	27.4549	29.15623	27.87606	27.75203	24.44899	27.92607	27.97135	28.01038	28.92841	28.16159	26.92694	30.56683	27.23544	28.05167	29.9475	28.21175	27.15783	28.22633	29.58342	27.27683	25.47757
alpha_rarefaction_482_6.txt	482	6	29.78095	27.57653	28.61502	24.94611	26.71642	27.01966	26.75956	25.54056	27.08604	28.55244	29.05125	27.18111	29.60192	24.37938	27.48318	28.05323	24.76551	26.63358	29.84292	28.13818	29.14394	28.3247	28.32982	29.22145	30.43108	28.68979	27.85544	29.55173	26.90946	24.87615
alpha_rarefaction_482_7.txt	482	7	30.45794	26.47598	28.04865	23.74441	28.04863	26.73507	26.06296	24.47879	27.33766	28.26175	28.83718	27.16631	28.64041	26.03471	26.1794	28.34862	26.22706	29.34612	30.04618	28.31922	27.85946	27.50951	26.68176	29.12319	30.05147	27.21127	27.91568	29.47552	25.33806	24.03506
alpha_rarefaction_482_8.txt	482	8	29.43222	28.65261	28.22262	26.59607	25.31255	28.70597	26.61151	25.60472	26.37654	28.76056	28.98135	27.00059	28.86729	24.79695	26.85283	31.01805	28.11841	28.25754	28.84604	28.05605	29.1456	27.24917	26.80914	31.11105	28.74655	27.55609	28.09927	25.90816	28.94052	24.76464
alpha_rarefaction_482_9.txt	482	9	26.77415	27.86019	26.76337	26.30843	26.30692	25.84583	26.99498	26.27455	27.51811	26.03758	29.3382	27.14813	29.09017	24.14414	25.92721	29.6207	27.44837	28.36791	28.53897	26.6715	28.2426	24.68442	28.76754	30.75766	28.9726	30.0176	27.20869	28.97015	25.52116	25.91072
alpha_rarefaction_541_0.txt	541	0	30.09976	30.28597	27.14374	29.76273	28.25086	29.08089	27.32049	27.63272	26.85687	27.74153	29.14756	28.46243	30.77621	27.99426	30.11359	31.27999	27.36679	28.02236	30.9121	29.24194	30.03594	27.10625	29.49251	32.56923	31.63881	30.41566	28.32202	29.13292	26.87068	24.48314
alpha_rarefaction_541_1.txt	541	1	31.26986	28.53701	28.32293	27.86328	28.4429	29.5678	27.01309	26.69046	26.19343	28.7435	30.14331	30.05299	29.04261	27.7109	28.99141	30.16661	29.09425	28.01966	30.52776	28.41975	31.12114	28.57609	29.40476	32.02672	30.79448	29.87475	29.35644	29.74764	28.10455	23.50679
alpha_rarefaction_541_2.txt	541	2	30.63064	29.8937	28.76838	28.60189	28.67803	28.49653	27.19361	28.3827	26.76968	29.41742	31.31535	28.16555	29.7225	28.31882	29.04937	29.34515	30.29628	29.6675	31.92984	28.94382	29.48561	27.95472	29.52664	28.74789	29.63801	32.37311	28.5999	30.15008	27.53065	27.87264
alpha_rarefaction_541_3.txt	541	3	28.21468	29.58789	26.80877	27.44551	29.53775	28.21289	27.66581	27.19633	27.8646	27.90761	30.82138	29.05011	31.01616	27.84846	30.39332	29.83323	27.74647	29.45035	32.04387	29.70952	30.05969	29.01815	28.84859	30.56276	31.74598	30.17195	29.27104	30.71478	27.47523	25.81881
alpha_rarefaction_541_4.txt	541	4	31.50483	29.41838	28.43458	28.37069	30.19655	29.08601	27.4302	27.67363	28.38752	27.7287	31.89927	31.09134	28.93553	27.65498	29.01662	29.79649	26.71237	28.80465	30.78881	30.55453	29.62651	27.48791	28.57045	31.43735	31.51222	28.22905	32.11372	29.77271	25.80992	25.51724
alpha_rarefaction_541_5.txt	541	5	30.02847	30.31466	28.33328	28.4935	30.48341	27.82666	27.88113	27.56621	27.69701	30.01737	30.63572	27.73352	27.28769	27.49823	27.53089	29.60478	26.09985	31.5047	31.09955	29.6181	32.00481	29.363	28.78776	31.58898	31.29717	29.60692	30.63712	28.99649	27.99619	26.48875
alpha_rarefaction_541_6.txt	541	6	29.03324	29.66388	27.85482	26.28495	29.64624	29.83386	28.14045	28.24347	26.57631	30.30002	31.15443	28.91153	31.10096	27.99935	29.47429	28.99466	30.24411	30.20451	28.08027	29.71094	29.05166	26.64799	29.43886	32.50514	30.3308	29.37938	28.06936	28.73454	27.24482	26.96032
alpha_rarefaction_541_7.txt	541	7	29.99197	30.06958	28.79127	28.35648	27.14686	29.68687	28.00403	26.63766	25.41052	29.40793	31.5149	28.34012	32.77936	27.45036	28.58663	29.10386	27.76937	27.89993	30.01075	29.03974	29.73952	28.57925	28.55877	32.24301	31.58044	30.90345	27.18045	27.95554	26.90569	26.76706
alpha_rarefaction_541_8.txt	541	8	32.86894	28.67002	26.50002	27.03218	27.78977	28.11635	27.95692	28.40443	29.00575	29.15458	29.58106	29.79664	31.05512	25.78736	28.16891	30.35699	28.8248	28.15922	30.64262	30.30909	33.19067	27.7138	28.59172	30.04781	31.31002	30.14085	29.86218	28.85073	26.82054	25.4777
alpha_rarefaction_541_9.txt	541	9	29.59777	28.41344	27.5378	28.58631	27.64512	29.51222	28.18552	28.9929	28.54975	27.54047	31.85597	30.51316	29.54279	25.50379	30.73376	28.80875	27.36137	31.67414	29.66237	29.03794	32.91121	26.94163	28.29855	31.23634	32.2024	30.09469	28.91676	27.83005	27.25974	25.90873
alpha_rarefaction_600_0.txt	600	0	33.38003	31.52153	29.96871	30.69985	28.91021	29.90587	28.61095	30.04574	29.26459	29.03564	30.61398	30.36823	33.12784	26.48063	30.49418	31.63649	31.52317	30.77662	31.75737	30.43456	31.87935	29.84474	31.35433	33.92838	33.27109	31.683	29.1358	30.88334	28.68279	24.68894
alpha_rarefaction_600_1.txt	600	1	31.53531	30.18565	31.27227	30.36737	30.98138	29.67471	28.82201	29.04418	30.44809	30.36372	32.16918	30.51513	31.85816	27.48496	31.12977	32.31254	30.5696	29.91955	33.45881	30.06905	33.81587	28.15347	28.29896	31.44786	32.80823	32.31794	27.60798	31.45582	26.42698	26.93097
alpha_rarefaction_600_2.txt	600	2	31.9111	31.76546	30.26825	29.51081	28.80527	31.44964	28.74209	29.41487	28.16314	28.75634	31.51345	30.41013	33.58793	28.5063	28.823	31.54924	29.77897	30.69791	31.55673	30.56393	33.60103	29.32794	31.87775	32.79021	32.07322	31.85082	29.0929	31.00033	29.55001	28.22136
alpha_rarefaction_600_3.txt	600	3	31.24381	30.30594	28.61647	29.28909	31.09403	31.02924	28.77558	29.16189	29.08047	30.49686	33.72314	30.75182	31.70088	29.39021	27.42562	30.71277	28.48084	28.90565	31.03118	31.45798	31.45573	28.46512	31.06004	33.71526	32.36269	31.69096	30.72278	30.02289	29.53864	24.92841
alpha_rarefaction_600_4.txt	600	4	32.54773	29.86725	31.09454	30.42998	29.36125	29.67276	28.58558	29.0219	28.28697	29.85736	32.87009	32.30751	33.75333	29.61013	30.72877	30.5436	30.54336	31.08741	31.87579	30.16761	33.53137	29.74825	31.86074	33.35755	32.14147	32.1312	29.08414	31.28604	27.07968	27.67758
alpha_rarefaction_600_5.txt	600	5	31.65136	30.65378	29.65857	29.13328	29.69112	29.73462	28.82201	29.18993	30.08398	31.85021	31.27232	30.2088	34.17311	28.59543	31.25551	30.59641	32.47324	32.13151	32.40573	31.90209	31.9291	29.78201	32.58744	31.69489	33.48859	30.77236	29.00669	31.34768	28.42822	28.48907
alpha_rarefaction_600_6.txt	600	6	33.02484	29.62801	31.42431	29.96546	31.03032	29.30233	28.7842	29.26706	29.25195	28.46693	33.60528	30.96759	32.93083	27.51818	30.96252	33.50726	29.63101	32.03819	32.58965	31.00059	33.25477	27.39791	28.50607	34.55874	33.21498	31.01534	31.92944	30.72081	27.16046	23.50204
alpha_rarefaction_600_7.txt	600	7	32.36791	32.18508	29.54317	29.99833	30.42559	30.01046	28.75581	28.78935	29.63952	30.57548	32.75118	30.0484	32.06462	28.86593	31.37687	29.83499	29.7436	32.75882	31.70754	32.42919	31.49374	29.6035	32.61124	33.89201	31.72523	30.95639	29.46931	31.8091	27.79169	27.41693
alpha_rarefaction_600_8.txt	600	8	32.46909	32.70839	29.61908	31.11854	29.56368	32.71603	28.36224	28.81312	29.0037	29.26259	32.15411	31.35835	32.60558	28.14064	27.9021	31.4646	27.24196	29.66615	28.79356	31.64253	30.59339	28.97755	29.74173	31.96472	31.04067	30.12497	29.37247	31.98211	30.10527	24.70917
alpha_rarefaction_600_9.txt	600	9	30.59502	31.72738	31.06528	29.10437	29.99727	28.1363	28.7101	31.5729	31.68105	30.91831	31.20417	30.31419	31.58239	27.12631	29.50284	31.3356	28.93235	30.77847	31.98991	30.60876	31.49932	29.11403	30.50394	32.34027	31.77754	31.33963	32.48687	30.98627	29.68455	26.46085
