	sequences per sample	iteration	515rcbc12	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc20	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc30	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
alpha_rarefaction_423_4.txt	423	4	941.027777778	630.227272727	649.057692308	539.365853659	1014.15625	670.068181818	555.12244898	546.717391304	583.108108108	779.027777778	770.6	887.216216216	695.388888889	450.5625	749.52173913	904.756756757	552.25	721.384615385	1017.15625	660.441860465	735.133333333	807.0	780.447368421	958.125	749.222222222	817.263157895	736.5	887.216216216	630.651162791	498.0
alpha_rarefaction_423_5.txt	423	5	737.638297872	741.875	683.727272727	807.25	885.125	797.875	558.226415094	725.4	698.941176471	760.630434783	760.4	801.837837838	670.222222222	539.365853659	746.227272727	677.071428571	687.676470588	822.365853659	762.243902439	858.6	946.027027027	759.2	811.41025641	832.023255814	986.27027027	781.875	937.285714286	691.41025641	609.0	501.857142857
alpha_rarefaction_423_6.txt	423	6	759.886363636	627.136363636	690.731707317	718.578947368	627.477272727	515.272727273	573.5625	620.75	723.363636364	698.282608696	698.023809524	841.322580645	733.386363636	873.107142857	1283.91666667	691.333333333	752.636363636	709.15	670.642857143	707.918367347	905.825	631.902439024	741.27027027	760.72	927.617647059	658.216216216	709.763157895	726.526315789	856.833333333	608.6875
alpha_rarefaction_423_7.txt	423	7	613.1	729.666666667	717.222222222	695.317073171	862.871794872	702.875	536.56	497.518518519	684.692307692	667.790697674	832.657894737	699.085714286	961.277777778	478.195652174	720.558139535	849.022222222	743.277777778	828.263157895	792.833333333	607.238095238	852.341463415	917.090909091	712.976744186	1104.67647059	778.25	1096.4	692.418604651	812.243243243	615.692307692	570.0
alpha_rarefaction_423_8.txt	423	8	734.833333333	568.365384615	560.411764706	604.125	813.09375	688.97826087	462.842105263	890.875	613.833333333	726.255319149	1051.0	729.153846154	868.219512195	531.386363636	859.459459459	716.234042553	656.212765957	691.976744186	671.634146341	816.228571429	601.120689655	743.0	888.303030303	1031.79411765	667.608695652	721.777777778	839.857142857	1067.32258065	626.902439024	445.833333333
alpha_rarefaction_423_9.txt	423	9	963.902439024	523.01754386	715.657894737	614.23255814	762.146341463	917.441176471	496.018867925	582.340909091	537.717391304	749.813953488	978.285714286	691.236842105	801.947368421	541.666666667	650.057692308	781.024390244	728.025	659.326086957	684.333333333	661.0	832.222222222	950.25	774.525	839.826086957	773.073170732	659.11627907	801.875	873.783783784	698.153846154	464.934782609
alpha_rarefaction_482_0.txt	482	0	793.2	600.8	849.133333333	920.184210526	741.977272727	788.733333333	527.387096774	1001.0	891.923076923	732.591836735	744.705882353	777.217391304	746.107142857	669.216216216	750.1875	680.571428571	873.9	650.5	926.790697674	734.056603774	799.522727273	882.777777778	822.307692308	801.016666667	879.022222222	786.525	804.318181818	865.568181818	565.632653061	510.085714286
alpha_rarefaction_482_1.txt	482	1	697.915254237	504.275862069	880.066666667	697.0	1110.16129032	1146.03333333	466.161764706	685.654545455	617.139534884	982.256410256	860.857142857	755.222222222	848.960784314	776.333333333	892.216216216	763.172413793	838.875	731.738095238	769.849056604	796.348837209	1033.0	666.8	863.636363636	1138.32608696	742.113207547	825.636363636	819.936170213	734.893617021	790.027777778	507.976744186
alpha_rarefaction_482_2.txt	482	2	781.666666667	648.518518519	685.466666667	683.020408163	847.022222222	767.568181818	508.435483871	832.636363636	698.477272727	654.42	864.22	896.583333333	880.212765957	716.936170213	843.957446809	745.018518519	793.642857143	680.02	933.162162162	951.88372093	828.56	637.208333333	772.022222222	758.775510204	867.609756098	729.558139535	833.568181818	650.928571429	635.609756098	869.12
alpha_rarefaction_482_3.txt	482	3	928.790697674	652.75	915.692307692	705.428571429	875.9	846.135135135	556.0	698.12244898	615.653846154	705.428571429	669.865384615	901.487179487	761.277777778	786.027777778	899.0	687.02	688.2	820.146341463	715.42	876.459459459	1003.52941176	660.06122449	793.725490196	904.5625	1111.67567568	922.0	763.8	807.024390244	617.75	678.303030303
alpha_rarefaction_482_4.txt	482	4	906.625	688.192307692	656.454545455	774.972972973	893.333333333	977.285714286	496.8125	815.5	665.857142857	779.046511628	959.977272727	809.0	759.018181818	676.642857143	759.12244898	815.960784314	751.80952381	610.454545455	819.936170213	901.75	713.0	703.571428571	786.651162791	840.20754717	709.85	786.651162791	727.411764706	915.634146341	753.813953488	544.068181818
alpha_rarefaction_482_5.txt	482	5	820.411764706	640.1	954.65	644.294117647	949.6	784.738095238	543.55	690.192307692	679.97826087	757.222222222	933.108695652	657.42	704.637931034	597.243902439	1106.67567568	705.842105263	957.757575758	775.285714286	745.133333333	746.5	715.056603774	703.88372093	763.058823529	795.222222222	810.222222222	746.071428571	829.0	913.11627907	818.069767442	542.857142857
alpha_rarefaction_482_6.txt	482	6	873.538461538	647.518518519	750.283018868	719.717948718	795.717948718	730.591836735	506.120689655	794.456521739	691.022222222	711.0	925.142857143	709.318181818	927.441860465	557.042553191	777.270833333	741.549019608	761.405405405	579.666666667	659.109090909	756.227272727	833.571428571	873.578947368	855.595744681	824.833333333	711.982142857	889.52173913	717.734693878	939.5	809.236842105	645.459459459
alpha_rarefaction_482_7.txt	482	7	910.204081633	638.784313725	852.692307692	638.0	808.5	962.166666667	473.492537313	657.636363636	706.058823529	849.826086957	823.285714286	690.195652174	911.736842105	796.371428571	728.666666667	850.448979592	822.41025641	748.386363636	875.902439024	806.947368421	802.264150943	844.692307692	718.936170213	1104.66666667	972.238095238	918.083333333	637.226415094	746.0	835.885714286	619.885714286
alpha_rarefaction_482_8.txt	482	8	928.520833333	749.882352941	796.384615385	737.818181818	918.028571429	958.617647059	504.424242424	618.442307692	667.8	786.333333333	795.981132075	759.8	845.3	748.875	761.8	982.108695652	942.081081081	609.305084746	756.5625	739.833333333	836.773584906	603.865384615	757.0	1035.38636364	916.8	759.12244898	823.727272727	858.487179487	710.571428571	786.103448276
alpha_rarefaction_482_9.txt	482	9	748.02173913	736.893617021	826.894736842	715.659574468	846.076923077	680.319148936	485.764705882	783.0	666.020833333	697.731707317	822.865384615	787.456521739	840.333333333	671.775	788.236842105	955.418604651	744.441860465	635.35	808.47826087	846.527777778	812.222222222	652.657894737	1039.37142857	962.204081633	692.192307692	817.234042553	766.534883721	798.488372093	666.11627907	840.933333333
alpha_rarefaction_541_0.txt	541	0	944.0	763.283018868	773.52173913	890.788461538	947.590909091	901.52173913	522.850746269	733.964912281	557.516129032	640.685185185	857.428571429	780.270833333	763.193548387	814.523809524	998.234042553	924.078431373	742.666666667	735.145833333	915.25	933.0	935.981132075	616.491803279	891.918367347	1111.55319149	1003.77777778	728.266666667	732.117647059	1010.02564103	664.057692308	701.848484848
alpha_rarefaction_541_1.txt	541	1	880.352941176	710.0	790.352941176	742.056603774	931.5625	829.964912281	499.391891892	674.109090909	707.477272727	664.8	828.096774194	750.93220339	808.0	875.459459459	888.127659574	814.368421053	801.632653061	807.62	944.282608696	953.976744186	909.75	792.0	1033.5	930.857142857	988.936170213	926.956521739	1000.16666667	1225.52777778	699.195652174	498.277777778
alpha_rarefaction_541_2.txt	541	2	860.685185185	915.534883721	900.5	707.016129032	854.142857143	878.25	498.642857143	746.054545455	553.368421053	732.0	834.964912281	723.0	782.272727273	668.466666667	771.1	869.142857143	750.188679245	695.084745763	939.62	770.12244898	835.285714286	803.733333333	963.977272727	804.0	947.0	1026.09090909	770.528301887	771.529411765	787.714285714	852.0
alpha_rarefaction_541_3.txt	541	3	731.642857143	619.564516129	706.105263158	691.418181818	845.660377358	805.875	588.0	705.2	746.1	757.482758621	789.47761194	763.277777778	937.333333333	763.914893617	1168.92307692	916.529411765	729.625	807.163265306	1111.0	783.352941176	762.015873016	868.717391304	1128.6	1114.125	1104.55319149	716.277777778	651.671641791	1015.62222222	756.042553191	528.790697674
alpha_rarefaction_541_4.txt	541	4	926.25	742.294117647	638.417910448	733.0	857.826086957	793.651162791	522.739130435	632.303571429	667.75	838.87755102	804.725806452	765.105263158	614.642857143	857.675675676	928.0	988.272727273	618.872727273	665.333333333	842.518518519	811.944444444	765.396226415	659.882352941	1089.14634146	1286.2	983.0	937.027777778	930.2	815.52	763.529411765	666.428571429
alpha_rarefaction_541_5.txt	541	5	848.769230769	750.054545455	706.2	736.018867925	1160.89473684	849.957446809	524.585714286	717.392857143	673.127659574	896.962264151	963.849056604	791.714285714	692.62295082	910.487179487	780.0	852.109090909	768.365853659	756.053571429	1061.5	726.057692308	917.25	776.058823529	773.489795918	1076.71428571	950.25	842.512195122	750.229508197	790.245283019	732.625	651.56097561
alpha_rarefaction_541_6.txt	541	6	854.25	764.362068966	741.115384615	795.837209302	1104.125	817.714285714	554.53125	818.47826087	643.022222222	716.641791045	804.017241379	826.181818182	755.229508197	1015.6	902.708333333	829.5	905.394736842	942.020408163	694.418181818	1010.0	707.4	612.017857143	1051.02439024	1106.95833333	873.365384615	826.02	1076.0	851.0	888.384615385	712.153846154
alpha_rarefaction_541_7.txt	541	7	864.92	801.019230769	875.23255814	872.0	789.022222222	800.444444444	591.448275862	680.471698113	511.368421053	698.875	932.12244898	936.571428571	911.75862069	619.381818182	817.0	707.424242424	696.019607843	842.0	823.195652174	860.526315789	884.0	734.115384615	765.528301887	1122.0	879.454545455	905.5625	605.737704918	740.115384615	610.448275862	750.083333333
alpha_rarefaction_541_8.txt	541	8	857.466666667	645.701754386	800.826086957	1058.6875	827.333333333	776.849056604	527.436619718	786.272727273	695.0	887.212765957	976.957446809	836.47826087	1061.66666667	816.277777778	794.716981132	1071.25	763.054545455	735.057692308	871.4375	873.348837209	911.703125	874.923076923	854.92	741.761904762	811.4	851.75	934.5	903.021276596	676.456521739	516.630434783
alpha_rarefaction_541_9.txt	541	9	732.157894737	638.666666667	824.840909091	874.357142857	908.0	960.333333333	566.692307692	845.0	805.782608696	754.403846154	774.28125	932.212765957	801.222222222	704.170212766	1079.60869565	817.12244898	780.065217391	666.164179104	966.666666667	1154.4	799.166666667	775.534883721	1071.25	957.3	1055.39622642	810.117647059	734.344827586	793.75	728.234042553	693.0
alpha_rarefaction_600_0.txt	600	0	1121.95833333	644.043478261	753.304347826	1032.51219512	798.353846154	995.058823529	546.291666667	749.5	804.456521739	710.045454545	1272.56097561	745.789473684	970.103448276	645.226415094	918.157894737	892.0	761.93220339	862.842105263	818.338709677	829.163265306	733.095890411	709.0	874.322033898	1004.94285714	1047.63793103	873.807692308	736.661290323	833.362068966	793.017241379	544.458333333
alpha_rarefaction_600_1.txt	600	1	736.090909091	725.216666667	887.018518519	633.638888889	911.777777778	792.272727273	546.630136986	731.25	610.5	860.842105263	1037.63829787	868.142857143	703.783783784	724.659574468	962.196078431	867.0	645.288135593	853.166666667	1056.6	829.178571429	901.052631579	763.538461538	779.355932203	999.375	1013.10526316	883.660377358	816.256410256	1000.57142857	705.208333333	756.5
alpha_rarefaction_600_2.txt	600	2	1016.01886792	815.307692308	836.05	825.23255814	912.226415094	1109.95833333	552.126760563	813.770833333	744.9	701.904761905	950.428571429	1080.02439024	968.327868852	767.82	932.622222222	851.482758621	718.296875	765.620689655	844.472727273	845.181818182	934.677966102	829.0625	931.114754098	1030.15789474	949.508474576	809.016949153	708.131147541	886.018181818	648.015384615	789.666666667
alpha_rarefaction_600_3.txt	600	3	901.518518519	745.272727273	837.038461538	788.0	1121.06818182	1050.4	542.763888889	996.418604651	650.58490566	903.438596491	909.0	705.588235294	811.878787879	639.701754386	802.2	824.714285714	762.283018868	797.666666667	926.631578947	795.238095238	852.355932203	873.022222222	1073.77083333	1022.89830508	929.5	752.75	765.3	788.230769231	667.147540984	548.813953488
alpha_rarefaction_600_4.txt	600	4	882.338709677	689.754098361	805.776119403	752.018867925	962.976744186	966.765957447	527.8	694.702702703	671.517857143	748.514285714	882.046153846	924.566037736	844.25	922.357142857	1010.55813953	826.103448276	1056.94736842	849.157894737	844.0	918.565217391	998.553846154	875.555555556	923.631578947	993.084745763	882.1	957.472727273	748.137931034	930.767857143	659.571428571	712.45
alpha_rarefaction_600_5.txt	600	5	967.781818182	825.62	743.34375	837.442307692	841.368421053	759.967213115	552.388888889	824.451612903	895.212765957	1018.34693878	947.508474576	840.865384615	1080.8490566	864.133333333	1118.125	760.542372881	878.352941176	1018.11764706	840.016393443	882.333333333	824.630136986	673.754098361	1111.10526316	1032.27272727	1175.77777778	829.789473684	860.775510204	875.725490196	641.288135593	596.62
alpha_rarefaction_600_6.txt	600	6	882.2	648.5	771.482758621	745.055555556	873.132075472	839.865384615	542.763888889	841.178571429	590.651515152	675.327868852	904.014925373	1105.0	993.482758621	784.630434783	867.385964912	1017.13793103	729.277777778	751.158730159	1112.34090909	679.791666667	1216.0	773.590909091	822.982142857	1105.51724138	943.769230769	751.246153846	793.269230769	940.705882353	703.208333333	479.441860465
alpha_rarefaction_600_7.txt	600	7	884.459016393	885.807692308	833.238095238	847.166666667	904.909090909	1098.7	543.123287671	850.964912281	762.857142857	926.767857143	849.0	812.12244898	797.125	812.06	986.0	952.549019608	907.52173913	901.593220339	748.380952381	947.716981132	681.630769231	992.272727273	871.322033898	996.029850746	825.060606061	782.901639344	930.566037736	944.981132075	680.75	806.416666667
alpha_rarefaction_600_8.txt	600	8	916.803571429	760.380952381	801.181818182	860.20754717	805.0	1058.13043478	543.123287671	768.1	710.06122449	693.578125	911.438596491	791.590163934	947.333333333	770.111111111	782.057692308	863.610169492	842.636363636	765.666666667	702.0	966.037735849	988.518518519	814.632653061	983.170212766	974.406779661	836.0	710.948275862	697.681818182	869.75	994.857142857	520.188679245
alpha_rarefaction_600_9.txt	600	9	914.267857143	792.390625	871.105263158	798.509090909	792.353846154	653.4	546.291666667	870.277777778	927.717391304	811.873015873	994.56	885.5	921.362068966	844.777777778	795.833333333	954.7	835.934782609	929.519230769	1145.0	956.192307692	831.049180328	837.8	904.611111111	866.947368421	1050.44897959	855.610169492	877.916666667	997.272727273	704.655737705	1005.44
